,data_type,model_type,r^2,times_better_than_random,nutrient,leverage,feature,importance
311,lake,GBR,0.9145469034696276,4.594181149121052,tp,leverage,era,0.006539690784512862
312,lake,RFR,0.30510342971992344,6.4246317671914825,doc,leverage,era,0.018467774387380426
313,lake,RFR,0.5804064271241041,13.403264621582432,no3,leverage,era,0.005935216408753839
314,lake,RFR,0.5185615031152988,9.660285089441627,tn,leverage,era,0.002838888699984161
315,lake,RFR,0.9637725050867276,36.388539369550216,tp,leverage,era,0.003305335610186955
316,lake,DTR,0.3049620078308919,5.870332921037273,doc,leverage,era,0.02430598586277247
317,lake,DTR,0.5326869074304269,13.655781696913193,no3,leverage,era,6.353624636875588e-05
318,lake,DTR,0.5659804654319438,10.281163270023512,tn,leverage,era,0.00954302349670685
319,lake,DTR,0.8673048927183769,27.93950027251591,tp,leverage,era,0.000397867403228516
320,lake,MLP,0.7147694747487117,3.887586157812286,doc,non_leverage,forest,
321,lake,MLP,0.2372306244078595,1.7118218560127256,no3,non_leverage,forest,
322,lake,MLP,0.5361912065904051,3.1008118541899727,tn,non_leverage,forest,
323,lake,MLP,0.40038754349503575,2.438421841572056,tp,non_leverage,forest,
324,lake,GBR,0.6029348400792531,2.8001167399317612,doc,non_leverage,forest,0.11150463061120514
325,lake,GBR,0.2284537610601424,0.8561190998661943,no3,non_leverage,forest,0.1808179936207608
326,lake,GBR,0.6521096056757774,2.8154485233275985,tn,non_leverage,forest,0.2502719159960945
327,lake,GBR,0.8180891944212478,2.732244090322317,tp,non_leverage,forest,0.058261600458185465
328,lake,RFR,0.8726545267115204,9.397501601728598,doc,non_leverage,forest,0.10054745253349733
329,lake,RFR,0.5637174479545304,4.506543837988065,no3,non_leverage,forest,0.17124304122972686
330,lake,RFR,0.777126487736277,6.7161860494785675,tn,non_leverage,forest,0.2518137639216903
331,lake,RFR,0.8963707622532084,8.14190974943429,tp,non_leverage,forest,0.05297155127471538
332,lake,DTR,0.8225115684387735,8.97228661630467,doc,non_leverage,forest,0.1557030556114759
333,lake,DTR,0.2606430949512032,3.831092392042881,no3,non_leverage,forest,0.2711381784274069
334,lake,DTR,0.4928275306015714,5.307827677707337,tn,non_leverage,forest,0.34053395469833697
335,lake,DTR,0.8699218033530913,9.226290643742592,tp,non_leverage,forest,0.10510828861683948
336,stream,MLP,8.425742462769836e-05,0.09487907750925313,doc,non_leverage,forest,
337,stream,MLP,0.0006129085632139429,0.00933183662118866,no3,non_leverage,forest,
338,stream,MLP,0.0002562353216516433,0.019938867100255445,tn,non_leverage,forest,
339,stream,MLP,0.03321893428704037,3.429381249638098,tp,non_leverage,forest,
340,stream,GBR,0.4127291070205592,1.5987124204652117,doc,non_leverage,forest,0.02917162850983225
341,stream,GBR,0.18651988757330207,1.3100906606295757,no3,non_leverage,forest,0.15552007501453255
342,stream,GBR,0.4437162000309931,1.5013139413579482,tn,non_leverage,forest,0.1348810865369102
343,stream,GBR,0.057297518316711475,0.8470468816174279,tp,non_leverage,forest,0.14532666073976924
344,stream,RFR,0.5812215222602932,4.23532627030197,doc,non_leverage,forest,0.05721335525446738
345,stream,RFR,0.275375878462002,4.108131064644389,no3,non_leverage,forest,0.16895314742094486
346,stream,RFR,0.584564734648005,4.7203594538043685,tn,non_leverage,forest,0.11624605794867154
347,stream,RFR,0.14563853768607815,5.015574939088227,tp,non_leverage,forest,0.03971645892138055
348,stream,DTR,0.4517594855422482,3.7724312111766762,doc,non_leverage,forest,0.025112633394640087
349,stream,DTR,0.2112925304375587,3.8508357963462965,no3,non_leverage,forest,0.12993494076822976
350,stream,DTR,0.3906270363751203,3.7822183399794604,tn,non_leverage,forest,0.17980862855326704
351,stream,DTR,0.04674454412130991,4.1295333107047085,tp,non_leverage,forest,0.012495231927621324
352,stream,MLP,0.1383251326493703,2.997553253265397,doc,leverage,forest,
353,stream,MLP,0.09843985156830648,4.722925446279176,no3,leverage,forest,
354,stream,MLP,0.11828771204346088,2.3701573793799917,tn,leverage,forest,
355,stream,MLP,0.002184678320796052,5.1000423474085945,tp,leverage,forest,
356,stream,GBR,0.1591870762007922,1.4926771357072772,doc,leverage,forest,0.329214094344944
357,stream,GBR,0.039194489017014944,1.8068184487084236,no3,leverage,forest,0.05130666122651116
358,stream,GBR,0.09560134696752408,1.4393826199268798,tn,leverage,forest,0.08106435217602738
359,stream,GBR,0.033148970773321566,1.3115957929869753,tp,leverage,forest,0.13286692271411793
360,stream,RFR,0.21259753163307185,5.207999011285195,doc,leverage,forest,0.07135312135617175
361,stream,RFR,0.1123693461491584,10.08860479436984,no3,leverage,forest,0.10903773159558956
362,stream,RFR,0.43452627197965704,10.3699048325758,tn,leverage,forest,0.042344412591706036
363,stream,RFR,0.10819624961127716,9.131071267406751,tp,leverage,forest,0.08447335948705008
364,stream,DTR,0.4596764865533909,7.441046229100187,doc,leverage,forest,0.4913553095008366
365,stream,DTR,0.044488453170611016,8.620387918387657,no3,leverage,forest,0.09604688592811456
366,stream,DTR,0.16057418753935007,8.798874681597974,tn,leverage,forest,0.012739655518057896
367,stream,DTR,0.07480883250393999,10.688852232074632,tp,leverage,forest,0.14326414741394558
368,lake,MLP,0.10096029491284643,2.3455509843152966,doc,leverage,forest,
369,lake,MLP,0.16499519685748898,3.28126037747711,no3,leverage,forest,
370,lake,MLP,0.23774500444157476,2.417766318898051,tn,leverage,forest,
371,lake,MLP,0.7894979365942154,2.7952037208025686,tp,leverage,forest,
372,lake,GBR,0.07273398172943403,0.911907409243538,doc,leverage,forest,0.07091139372926211
373,lake,GBR,0.3413360669825719,1.5824595874906129,no3,leverage,forest,0.27503943015712107
374,lake,GBR,0.4242830364206906,1.928129986083449,tn,leverage,forest,0.2981221763368073
375,lake,GBR,0.9145469034696276,4.594181149121052,tp,leverage,forest,0.4974589542495136
376,lake,RFR,0.30510342971992344,6.4246317671914825,doc,leverage,forest,0.13615312034156835
377,lake,RFR,0.5804064271241041,13.403264621582432,no3,leverage,forest,0.20944038313857635
378,lake,RFR,0.5185615031152988,9.660285089441627,tn,leverage,forest,0.2446716756143324
379,lake,RFR,0.9637725050867276,36.388539369550216,tp,leverage,forest,0.283524188367825
380,lake,DTR,0.3049620078308919,5.870332921037273,doc,leverage,forest,0.16913389170678936
381,lake,DTR,0.5326869074304269,13.655781696913193,no3,leverage,forest,0.4907969602216558
382,lake,DTR,0.5659804654319438,10.281163270023512,tn,leverage,forest,0.4083242879564752
383,lake,DTR,0.8673048927183769,27.93950027251591,tp,leverage,forest,0.5642082202307044
384,lake,MLP,0.7147694747487117,3.887586157812286,doc,non_leverage,precip,
385,lake,MLP,0.2372306244078595,1.7118218560127256,no3,non_leverage,precip,
386,lake,MLP,0.5361912065904051,3.1008118541899727,tn,non_leverage,precip,
387,lake,MLP,0.40038754349503575,2.438421841572056,tp,non_leverage,precip,
388,lake,GBR,0.6029348400792531,2.8001167399317612,doc,non_leverage,precip,0.2500317368417338
389,lake,GBR,0.2284537610601424,0.8561190998661943,no3,non_leverage,precip,0.047906710331706605
390,lake,GBR,0.6521096056757774,2.8154485233275985,tn,non_leverage,precip,0.11770043415361413
391,lake,GBR,0.8180891944212478,2.732244090322317,tp,non_leverage,precip,0.5471471471049649
392,lake,RFR,0.8726545267115204,9.397501601728598,doc,non_leverage,precip,0.19884141118242485
393,lake,RFR,0.5637174479545304,4.506543837988065,no3,non_leverage,precip,0.05025888844165953
394,lake,RFR,0.777126487736277,6.7161860494785675,tn,non_leverage,precip,0.06408144252775702
395,lake,RFR,0.8963707622532084,8.14190974943429,tp,non_leverage,precip,0.5322539912226932
396,lake,DTR,0.8225115684387735,8.97228661630467,doc,non_leverage,precip,0.3648965496026185
397,lake,DTR,0.2606430949512032,3.831092392042881,no3,non_leverage,precip,0.0929235938834754
398,lake,DTR,0.4928275306015714,5.307827677707337,tn,non_leverage,precip,0.053222269531863514
399,lake,DTR,0.8699218033530913,9.226290643742592,tp,non_leverage,precip,0.4043675743653973
400,stream,MLP,8.425742462769836e-05,0.09487907750925313,doc,non_leverage,precip,
401,stream,MLP,0.0006129085632139429,0.00933183662118866,no3,non_leverage,precip,
402,stream,MLP,0.0002562353216516433,0.019938867100255445,tn,non_leverage,precip,
403,stream,MLP,0.03321893428704037,3.429381249638098,tp,non_leverage,precip,
404,stream,GBR,0.4127291070205592,1.5987124204652117,doc,non_leverage,precip,0.1283529951600419
405,stream,GBR,0.18651988757330207,1.3100906606295757,no3,non_leverage,precip,0.0699844582096612
406,stream,GBR,0.4437162000309931,1.5013139413579482,tn,non_leverage,precip,0.08907121726919949
407,stream,GBR,0.057297518316711475,0.8470468816174279,tp,non_leverage,precip,0.12704459361890855
408,stream,RFR,0.5812215222602932,4.23532627030197,doc,non_leverage,precip,0.0833272238971177
409,stream,RFR,0.275375878462002,4.108131064644389,no3,non_leverage,precip,0.0610952864035969
410,stream,RFR,0.584564734648005,4.7203594538043685,tn,non_leverage,precip,0.1243079389884918
411,stream,RFR,0.14563853768607815,5.015574939088227,tp,non_leverage,precip,0.0995067758531756
412,stream,DTR,0.4517594855422482,3.7724312111766762,doc,non_leverage,precip,0.20176226958636626
413,stream,DTR,0.2112925304375587,3.8508357963462965,no3,non_leverage,precip,0.030050553980528562
414,stream,DTR,0.3906270363751203,3.7822183399794604,tn,non_leverage,precip,0.11909784584385713
415,stream,DTR,0.04674454412130991,4.1295333107047085,tp,non_leverage,precip,0.20896466579938186
416,stream,MLP,0.1383251326493703,2.997553253265397,doc,leverage,precip,
417,stream,MLP,0.09843985156830648,4.722925446279176,no3,leverage,precip,
418,stream,MLP,0.11828771204346088,2.3701573793799917,tn,leverage,precip,
419,stream,MLP,0.002184678320796052,5.1000423474085945,tp,leverage,precip,
420,stream,GBR,0.1591870762007922,1.4926771357072772,doc,leverage,precip,0.08318318461017146
421,stream,GBR,0.039194489017014944,1.8068184487084236,no3,leverage,precip,0.023671663082360617
422,stream,GBR,0.09560134696752408,1.4393826199268798,tn,leverage,precip,0.03877190607131116
423,stream,GBR,0.033148970773321566,1.3115957929869753,tp,leverage,precip,0.12042625282478432
424,stream,RFR,0.21259753163307185,5.207999011285195,doc,leverage,precip,0.2215709030055545
425,stream,RFR,0.1123693461491584,10.08860479436984,no3,leverage,precip,0.07107644826373971
426,stream,RFR,0.43452627197965704,10.3699048325758,tn,leverage,precip,0.15226177473616573
427,stream,RFR,0.10819624961127716,9.131071267406751,tp,leverage,precip,0.3101215368729799
428,stream,DTR,0.4596764865533909,7.441046229100187,doc,leverage,precip,0.13324414370975304
429,stream,DTR,0.044488453170611016,8.620387918387657,no3,leverage,precip,0.0028561149254513764
430,stream,DTR,0.16057418753935007,8.798874681597974,tn,leverage,precip,0.019149785605777233
431,stream,DTR,0.07480883250393999,10.688852232074632,tp,leverage,precip,0.12277232798189452
432,lake,MLP,0.10096029491284643,2.3455509843152966,doc,leverage,precip,
433,lake,MLP,0.16499519685748898,3.28126037747711,no3,leverage,precip,
434,lake,MLP,0.23774500444157476,2.417766318898051,tn,leverage,precip,
435,lake,MLP,0.7894979365942154,2.7952037208025686,tp,leverage,precip,
436,lake,GBR,0.07273398172943403,0.911907409243538,doc,leverage,precip,0.09951135262657113
437,lake,GBR,0.3413360669825719,1.5824595874906129,no3,leverage,precip,0.06457565627347651
438,lake,GBR,0.4242830364206906,1.928129986083449,tn,leverage,precip,0.20563209920680736
439,lake,GBR,0.9145469034696276,4.594181149121052,tp,leverage,precip,0.1647889957338174
440,lake,RFR,0.30510342971992344,6.4246317671914825,doc,leverage,precip,0.09135986732451823
441,lake,RFR,0.5804064271241041,13.403264621582432,no3,leverage,precip,0.10544975135905986
442,lake,RFR,0.5185615031152988,9.660285089441627,tn,leverage,precip,0.15427883804773626
443,lake,RFR,0.9637725050867276,36.388539369550216,tp,leverage,precip,0.2471533775081093
444,lake,DTR,0.3049620078308919,5.870332921037273,doc,leverage,precip,0.0420268391200811
445,lake,DTR,0.5326869074304269,13.655781696913193,no3,leverage,precip,0.028812292315392476
446,lake,DTR,0.5659804654319438,10.281163270023512,tn,leverage,precip,0.2591970747177087
447,lake,DTR,0.8673048927183769,27.93950027251591,tp,leverage,precip,0.15624095754150902
448,lake,MLP,0.7147694747487117,3.887586157812286,doc,non_leverage,temp,
449,lake,MLP,0.2372306244078595,1.7118218560127256,no3,non_leverage,temp,
450,lake,MLP,0.5361912065904051,3.1008118541899727,tn,non_leverage,temp,
451,lake,MLP,0.40038754349503575,2.438421841572056,tp,non_leverage,temp,
452,lake,GBR,0.6029348400792531,2.8001167399317612,doc,non_leverage,temp,0.018929658891986664
453,lake,GBR,0.2284537610601424,0.8561190998661943,no3,non_leverage,temp,0.02596807507736314
454,lake,GBR,0.6521096056757774,2.8154485233275985,tn,non_leverage,temp,0.11336294362152882
455,lake,GBR,0.8180891944212478,2.732244090322317,tp,non_leverage,temp,0.10475133250193908
456,lake,RFR,0.8726545267115204,9.397501601728598,doc,non_leverage,temp,0.03266826541062914
457,lake,RFR,0.5637174479545304,4.506543837988065,no3,non_leverage,temp,0.047657274585228775
458,lake,RFR,0.777126487736277,6.7161860494785675,tn,non_leverage,temp,0.1997849952877942
459,lake,RFR,0.8963707622532084,8.14190974943429,tp,non_leverage,temp,0.061750644707447226
460,lake,DTR,0.8225115684387735,8.97228661630467,doc,non_leverage,temp,0.005359831079054034
461,lake,DTR,0.2606430949512032,3.831092392042881,no3,non_leverage,temp,0.044367399250918815
462,lake,DTR,0.4928275306015714,5.307827677707337,tn,non_leverage,temp,0.11940164207437187
463,lake,DTR,0.8699218033530913,9.226290643742592,tp,non_leverage,temp,0.11387306491736507
464,stream,MLP,8.425742462769836e-05,0.09487907750925313,doc,non_leverage,temp,
465,stream,MLP,0.0006129085632139429,0.00933183662118866,no3,non_leverage,temp,
466,stream,MLP,0.0002562353216516433,0.019938867100255445,tn,non_leverage,temp,
467,stream,MLP,0.03321893428704037,3.429381249638098,tp,non_leverage,temp,
468,stream,GBR,0.4127291070205592,1.5987124204652117,doc,non_leverage,temp,0.1421104051401701
469,stream,GBR,0.18651988757330207,1.3100906606295757,no3,non_leverage,temp,0.059566800904207115
470,stream,GBR,0.4437162000309931,1.5013139413579482,tn,non_leverage,temp,0.12199586196084902
471,stream,GBR,0.057297518316711475,0.8470468816174279,tp,non_leverage,temp,0.026735295528096618
472,stream,RFR,0.5812215222602932,4.23532627030197,doc,non_leverage,temp,0.15086185829095392
473,stream,RFR,0.275375878462002,4.108131064644389,no3,non_leverage,temp,0.09190805094830216
474,stream,RFR,0.584564734648005,4.7203594538043685,tn,non_leverage,temp,0.09516635987822293
475,stream,RFR,0.14563853768607815,5.015574939088227,tp,non_leverage,temp,0.07664833749322265
476,stream,DTR,0.4517594855422482,3.7724312111766762,doc,non_leverage,temp,0.25825862253998394
477,stream,DTR,0.2112925304375587,3.8508357963462965,no3,non_leverage,temp,0.06814984399089542
478,stream,DTR,0.3906270363751203,3.7822183399794604,tn,non_leverage,temp,0.06905746919418082
479,stream,DTR,0.04674454412130991,4.1295333107047085,tp,non_leverage,temp,0.24430975421416085
480,stream,MLP,0.1383251326493703,2.997553253265397,doc,leverage,temp,
481,stream,MLP,0.09843985156830648,4.722925446279176,no3,leverage,temp,
482,stream,MLP,0.11828771204346088,2.3701573793799917,tn,leverage,temp,
483,stream,MLP,0.002184678320796052,5.1000423474085945,tp,leverage,temp,
484,stream,GBR,0.1591870762007922,1.4926771357072772,doc,leverage,temp,0.02425271373004088
485,stream,GBR,0.039194489017014944,1.8068184487084236,no3,leverage,temp,0.1454660434747917
486,stream,GBR,0.09560134696752408,1.4393826199268798,tn,leverage,temp,0.02383305803674823
487,stream,GBR,0.033148970773321566,1.3115957929869753,tp,leverage,temp,0.06773574348776651
488,stream,RFR,0.21259753163307185,5.207999011285195,doc,leverage,temp,0.06788901790430175
489,stream,RFR,0.1123693461491584,10.08860479436984,no3,leverage,temp,0.07362290878821212
490,stream,RFR,0.43452627197965704,10.3699048325758,tn,leverage,temp,0.052794004642165424
491,stream,RFR,0.10819624961127716,9.131071267406751,tp,leverage,temp,0.06276878211266965
492,stream,DTR,0.4596764865533909,7.441046229100187,doc,leverage,temp,0.032809213320370116
493,stream,DTR,0.044488453170611016,8.620387918387657,no3,leverage,temp,0.1930353639008568
494,stream,DTR,0.16057418753935007,8.798874681597974,tn,leverage,temp,0.038258526526609035
495,stream,DTR,0.07480883250393999,10.688852232074632,tp,leverage,temp,0.035550242168048085
496,lake,MLP,0.10096029491284643,2.3455509843152966,doc,leverage,temp,
497,lake,MLP,0.16499519685748898,3.28126037747711,no3,leverage,temp,
498,lake,MLP,0.23774500444157476,2.417766318898051,tn,leverage,temp,
499,lake,MLP,0.7894979365942154,2.7952037208025686,tp,leverage,temp,
500,lake,GBR,0.07273398172943403,0.911907409243538,doc,leverage,temp,0.05513003354654568
501,lake,GBR,0.3413360669825719,1.5824595874906129,no3,leverage,temp,0.22140847059071367
502,lake,GBR,0.4242830364206906,1.928129986083449,tn,leverage,temp,0.0949645369329461
503,lake,GBR,0.9145469034696276,4.594181149121052,tp,leverage,temp,0.03138065822643893
504,lake,RFR,0.30510342971992344,6.4246317671914825,doc,leverage,temp,0.04154042198175167
505,lake,RFR,0.5804064271241041,13.403264621582432,no3,leverage,temp,0.1480867670436473
506,lake,RFR,0.5185615031152988,9.660285089441627,tn,leverage,temp,0.0942962234778882
507,lake,RFR,0.9637725050867276,36.388539369550216,tp,leverage,temp,0.01914103812795821
508,lake,DTR,0.3049620078308919,5.870332921037273,doc,leverage,temp,0.02827671032766705
509,lake,DTR,0.5326869074304269,13.655781696913193,no3,leverage,temp,0.17266976153823038
510,lake,DTR,0.5659804654319438,10.281163270023512,tn,leverage,temp,0.03447532898248842
511,lake,DTR,0.8673048927183769,27.93950027251591,tp,leverage,temp,0.022122698283980242
512,lake,MLP,0.7147694747487117,3.887586157812286,doc,non_leverage,urban,
513,lake,MLP,0.2372306244078595,1.7118218560127256,no3,non_leverage,urban,
514,lake,MLP,0.5361912065904051,3.1008118541899727,tn,non_leverage,urban,
515,lake,MLP,0.40038754349503575,2.438421841572056,tp,non_leverage,urban,
516,lake,GBR,0.6029348400792531,2.8001167399317612,doc,non_leverage,urban,0.19050370134647973
517,lake,GBR,0.2284537610601424,0.8561190998661943,no3,non_leverage,urban,0.12617304487876935
518,lake,GBR,0.6521096056757774,2.8154485233275985,tn,non_leverage,urban,0.13079806945411634
519,lake,GBR,0.8180891944212478,2.732244090322317,tp,non_leverage,urban,0.033047362979499305
520,lake,RFR,0.8726545267115204,9.397501601728598,doc,non_leverage,urban,0.1530431760282581
521,lake,RFR,0.5637174479545304,4.506543837988065,no3,non_leverage,urban,0.1333474397462155
522,lake,RFR,0.777126487736277,6.7161860494785675,tn,non_leverage,urban,0.1606550004169822
523,lake,RFR,0.8963707622532084,8.14190974943429,tp,non_leverage,urban,0.044128984362667566
524,lake,DTR,0.8225115684387735,8.97228661630467,doc,non_leverage,urban,0.16884444381509442
525,lake,DTR,0.2606430949512032,3.831092392042881,no3,non_leverage,urban,0.18149503304641032
526,lake,DTR,0.4928275306015714,5.307827677707337,tn,non_leverage,urban,0.1802890419007986
527,lake,DTR,0.8699218033530913,9.226290643742592,tp,non_leverage,urban,0.01928789590115257
528,stream,MLP,8.425742462769836e-05,0.09487907750925313,doc,non_leverage,urban,
529,stream,MLP,0.0006129085632139429,0.00933183662118866,no3,non_leverage,urban,
530,stream,MLP,0.0002562353216516433,0.019938867100255445,tn,non_leverage,urban,
531,stream,MLP,0.03321893428704037,3.429381249638098,tp,non_leverage,urban,
532,stream,GBR,0.4127291070205592,1.5987124204652117,doc,non_leverage,urban,0.05315806079964234
533,stream,GBR,0.18651988757330207,1.3100906606295757,no3,non_leverage,urban,0.31742616759242953
534,stream,GBR,0.4437162000309931,1.5013139413579482,tn,non_leverage,urban,0.11986770518217525
535,stream,GBR,0.057297518316711475,0.8470468816174279,tp,non_leverage,urban,0.10446593854768076
536,stream,RFR,0.5812215222602932,4.23532627030197,doc,non_leverage,urban,0.049351727914574615
537,stream,RFR,0.275375878462002,4.108131064644389,no3,non_leverage,urban,0.228363635218064
538,stream,RFR,0.584564734648005,4.7203594538043685,tn,non_leverage,urban,0.06000918890434372
539,stream,RFR,0.14563853768607815,5.015574939088227,tp,non_leverage,urban,0.1913593772580232
540,stream,DTR,0.4517594855422482,3.7724312111766762,doc,non_leverage,urban,0.02857344561547766
541,stream,DTR,0.2112925304375587,3.8508357963462965,no3,non_leverage,urban,0.460061653886665
542,stream,DTR,0.3906270363751203,3.7822183399794604,tn,non_leverage,urban,0.06586193045213064
543,stream,DTR,0.04674454412130991,4.1295333107047085,tp,non_leverage,urban,0.06761631198121014
544,stream,MLP,0.1383251326493703,2.997553253265397,doc,leverage,urban,
545,stream,MLP,0.09843985156830648,4.722925446279176,no3,leverage,urban,
546,stream,MLP,0.11828771204346088,2.3701573793799917,tn,leverage,urban,
547,stream,MLP,0.002184678320796052,5.1000423474085945,tp,leverage,urban,
548,stream,GBR,0.1591870762007922,1.4926771357072772,doc,leverage,urban,0.06861349561460504
549,stream,GBR,0.039194489017014944,1.8068184487084236,no3,leverage,urban,0.009208310634982704
550,stream,GBR,0.09560134696752408,1.4393826199268798,tn,leverage,urban,0.24696191929428102
551,stream,GBR,0.033148970773321566,1.3115957929869753,tp,leverage,urban,0.23477109214069994
552,stream,RFR,0.21259753163307185,5.207999011285195,doc,leverage,urban,0.039942655682782234
553,stream,RFR,0.1123693461491584,10.08860479436984,no3,leverage,urban,0.07880730788500405
554,stream,RFR,0.43452627197965704,10.3699048325758,tn,leverage,urban,0.24413238765879655
555,stream,RFR,0.10819624961127716,9.131071267406751,tp,leverage,urban,0.2126254834310843
556,stream,DTR,0.4596764865533909,7.441046229100187,doc,leverage,urban,0.01865018095987829
557,stream,DTR,0.044488453170611016,8.620387918387657,no3,leverage,urban,0.003958621187524142
558,stream,DTR,0.16057418753935007,8.798874681597974,tn,leverage,urban,0.27755148501913696
559,stream,DTR,0.07480883250393999,10.688852232074632,tp,leverage,urban,0.3476241301798431
560,lake,MLP,0.10096029491284643,2.3455509843152966,doc,leverage,urban,
561,lake,MLP,0.16499519685748898,3.28126037747711,no3,leverage,urban,
562,lake,MLP,0.23774500444157476,2.417766318898051,tn,leverage,urban,
563,lake,MLP,0.7894979365942154,2.7952037208025686,tp,leverage,urban,
564,lake,GBR,0.07273398172943403,0.911907409243538,doc,leverage,urban,0.10796097662331784
565,lake,GBR,0.3413360669825719,1.5824595874906129,no3,leverage,urban,0.1883136955189931
566,lake,GBR,0.4242830364206906,1.928129986083449,tn,leverage,urban,0.1158542020293616
567,lake,GBR,0.9145469034696276,4.594181149121052,tp,leverage,urban,0.1982777583799004
568,lake,RFR,0.30510342971992344,6.4246317671914825,doc,leverage,urban,0.05644293108988911
569,lake,RFR,0.5804064271241041,13.403264621582432,no3,leverage,urban,0.258191552766713
570,lake,RFR,0.5185615031152988,9.660285089441627,tn,leverage,urban,0.14411760154807854
571,lake,RFR,0.9637725050867276,36.388539369550216,tp,leverage,urban,0.3189879333008895
572,lake,DTR,0.3049620078308919,5.870332921037273,doc,leverage,urban,0.07195688105390807
573,lake,DTR,0.5326869074304269,13.655781696913193,no3,leverage,urban,0.21907164463204634
574,lake,DTR,0.5659804654319438,10.281163270023512,tn,leverage,urban,0.09450693805239256
575,lake,DTR,0.8673048927183769,27.93950027251591,tp,leverage,urban,0.1650525674110913
576,lake,MLP,0.7147694747487117,3.887586157812286,doc,non_leverage,wetland,
577,lake,MLP,0.2372306244078595,1.7118218560127256,no3,non_leverage,wetland,
578,lake,MLP,0.5361912065904051,3.1008118541899727,tn,non_leverage,wetland,
579,lake,MLP,0.40038754349503575,2.438421841572056,tp,non_leverage,wetland,
580,lake,GBR,0.6029348400792531,2.8001167399317612,doc,non_leverage,wetland,0.07109280807021967
581,lake,GBR,0.2284537610601424,0.8561190998661943,no3,non_leverage,wetland,0.07033365359049237
582,lake,GBR,0.6521096056757774,2.8154485233275985,tn,non_leverage,wetland,0.03194105232508217
583,lake,GBR,0.8180891944212478,2.732244090322317,tp,non_leverage,wetland,0.04571086370672076
584,lake,RFR,0.8726545267115204,9.397501601728598,doc,non_leverage,wetland,0.11602914426370005
585,lake,RFR,0.5637174479545304,4.506543837988065,no3,non_leverage,wetland,0.058428403622989664
586,lake,RFR,0.777126487736277,6.7161860494785675,tn,non_leverage,wetland,0.08087180664301566
587,lake,RFR,0.8963707622532084,8.14190974943429,tp,non_leverage,wetland,0.0455317808822517
588,lake,DTR,0.8225115684387735,8.97228661630467,doc,non_leverage,wetland,0.2587264977400145
589,lake,DTR,0.2606430949512032,3.831092392042881,no3,non_leverage,wetland,0.010585513390202271
590,lake,DTR,0.4928275306015714,5.307827677707337,tn,non_leverage,wetland,0.01946768816221517
591,lake,DTR,0.8699218033530913,9.226290643742592,tp,non_leverage,wetland,0.0451892171025585
592,stream,MLP,8.425742462769836e-05,0.09487907750925313,doc,non_leverage,wetland,
593,stream,MLP,0.0006129085632139429,0.00933183662118866,no3,non_leverage,wetland,
594,stream,MLP,0.0002562353216516433,0.019938867100255445,tn,non_leverage,wetland,
595,stream,MLP,0.03321893428704037,3.429381249638098,tp,non_leverage,wetland,
596,stream,GBR,0.4127291070205592,1.5987124204652117,doc,non_leverage,wetland,0.4873062239579496
597,stream,GBR,0.18651988757330207,1.3100906606295757,no3,non_leverage,wetland,0.12351125751328497
598,stream,GBR,0.4437162000309931,1.5013139413579482,tn,non_leverage,wetland,0.10133204697006527
599,stream,GBR,0.057297518316711475,0.8470468816174279,tp,non_leverage,wetland,0.019625443470821645
600,stream,RFR,0.5812215222602932,4.23532627030197,doc,non_leverage,wetland,0.3872740664917881
601,stream,RFR,0.275375878462002,4.108131064644389,no3,non_leverage,wetland,0.1360586624736224
602,stream,RFR,0.584564734648005,4.7203594538043685,tn,non_leverage,wetland,0.041413991848704035
603,stream,RFR,0.14563853768607815,5.015574939088227,tp,non_leverage,wetland,0.044126785843049514
604,stream,DTR,0.4517594855422482,3.7724312111766762,doc,non_leverage,wetland,0.34071975169252977
605,stream,DTR,0.2112925304375587,3.8508357963462965,no3,non_leverage,wetland,0.025292940415066592
606,stream,DTR,0.3906270363751203,3.7822183399794604,tn,non_leverage,wetland,0.01680578794301719
607,stream,DTR,0.04674454412130991,4.1295333107047085,tp,non_leverage,wetland,0.056867540991925924
608,stream,MLP,0.1383251326493703,2.997553253265397,doc,leverage,wetland,
609,stream,MLP,0.09843985156830648,4.722925446279176,no3,leverage,wetland,
610,stream,MLP,0.11828771204346088,2.3701573793799917,tn,leverage,wetland,
611,stream,MLP,0.002184678320796052,5.1000423474085945,tp,leverage,wetland,
612,stream,GBR,0.1591870762007922,1.4926771357072772,doc,leverage,wetland,0.4000159088795336
613,stream,GBR,0.039194489017014944,1.8068184487084236,no3,leverage,wetland,0.13036387986085754
614,stream,GBR,0.09560134696752408,1.4393826199268798,tn,leverage,wetland,0.1800286870591324
615,stream,GBR,0.033148970773321566,1.3115957929869753,tp,leverage,wetland,0.21046083650852876
616,stream,RFR,0.21259753163307185,5.207999011285195,doc,leverage,wetland,0.4036255350396953
617,stream,RFR,0.1123693461491584,10.08860479436984,no3,leverage,wetland,0.15972760058685034
618,stream,RFR,0.43452627197965704,10.3699048325758,tn,leverage,wetland,0.11334645492323678
619,stream,RFR,0.10819624961127716,9.131071267406751,tp,leverage,wetland,0.14871372525551887
620,stream,DTR,0.4596764865533909,7.441046229100187,doc,leverage,wetland,0.2599153442381065
621,stream,DTR,0.044488453170611016,8.620387918387657,no3,leverage,wetland,0.02407657327624208
622,stream,DTR,0.16057418753935007,8.798874681597974,tn,leverage,wetland,0.10825783509631272
