,ag,area,data_type,ecoreg,elev,era,forest,leverage,model_type,nutrient,precip,r^2,temp,times_better_than_random,urban,wetland
10,0.2535965595000275,0.07481873386214591,stream,0.0189632630411002,0.21128307714281752,0.00419482888547476,0.11624605794867154,non_leverage,RFR,tn,0.1243079389884918,0.584564734648005,0.09516635987822293,4.7203594538043685,0.06000918890434372,0.041413991848704035
11,0.055957002393594274,0.2498462895540887,stream,0.11607781997479485,0.12514561920332282,0.0016155335053477215,0.03971645892138055,non_leverage,RFR,tp,0.0995067758531756,0.14563853768607815,0.07664833749322265,5.015574939088227,0.1913593772580232,0.044126785843049514
12,0.043279405687051034,0.05127175498289187,stream,0.004750071723889282,0.04326853843962207,0.003003506337548065,0.025112633394640087,non_leverage,DTR,doc,0.20176226958636626,0.4517594855422482,0.25825862253998394,3.7724312111766762,0.02857344561547766,0.34071975169252977
13,0.12592776982625434,0.018204495059207047,stream,0.03046201669612192,0.10289296838306083,0.009022816993970548,0.12993494076822976,non_leverage,DTR,no3,0.030050553980528562,0.2112925304375587,0.06814984399089542,3.8508357963462965,0.460061653886665,0.025292940415066592
14,0.07282228548256736,0.23151629925576755,stream,0.0011350383073880912,0.2437137325329788,0.0001809824348455243,0.17980862855326704,non_leverage,DTR,tn,0.11909784584385713,0.3906270363751203,0.06905746919418082,3.7822183399794604,0.06586193045213064,0.01680578794301719
15,0.1282033141290604,0.10533012883398828,stream,0.16050498758434764,0.015675474275837663,3.2590262465947635e-05,0.012495231927621324,non_leverage,DTR,tp,0.20896466579938186,0.04674454412130991,0.24430975421416085,4.1295333107047085,0.06761631198121014,0.056867540991925924
0,,,stream,,,,,leverage,MLP,doc,,0.1383251326493703,,2.997553253265397,,
1,,,stream,,,,,leverage,MLP,no3,,0.09843985156830648,,4.722925446279176,,
2,,,stream,,,,,leverage,MLP,tn,,0.11828771204346088,,2.3701573793799917,,
3,,,stream,,,,,leverage,MLP,tp,,0.002184678320796052,,5.1000423474085945,,
4,0.04552465505779347,,stream,0.011573279983636777,0.029783973224285963,0.00783869455498883,0.329214094344944,leverage,GBR,doc,0.08318318461017146,0.1591870762007922,0.02425271373004088,1.4926771357072772,0.06861349561460504,0.4000159088795336
5,0.245091996749722,,stream,0.3219522553535464,0.05639718945640389,0.016542000160824036,0.05130666122651116,leverage,GBR,no3,0.023671663082360617,0.039194489017014944,0.1454660434747917,1.8068184487084236,0.009208310634982704,0.13036387986085754
6,0.07370286629361761,,stream,0.12709482812918302,0.19339196239891074,0.035150420540788464,0.08106435217602738,leverage,GBR,tn,0.03877190607131116,0.09560134696752408,0.02383305803674823,1.4393826199268798,0.24696191929428102,0.1800286870591324
7,0.0367633227688483,,stream,0.027887108853623617,0.16815179796215154,0.0009369227394789038,0.13286692271411793,leverage,GBR,tp,0.12042625282478432,0.033148970773321566,0.06773574348776651,1.3115957929869753,0.23477109214069994,0.21046083650852876
8,0.1450409078541097,,stream,0.011461626262705213,0.03644790850208022,0.002668324392599465,0.07135312135617175,leverage,RFR,doc,0.2215709030055545,0.21259753163307185,0.06788901790430175,5.207999011285195,0.039942655682782234,0.4036255350396953
9,0.17692318561344975,,stream,0.2642324670949737,0.06596002253725756,0.0006123276349232258,0.10903773159558956,leverage,RFR,no3,0.07107644826373971,0.1123693461491584,0.07362290878821212,10.08860479436984,0.07880730788500405,0.15972760058685034
10,0.11871338010788765,,stream,0.12693383534730174,0.1431969685204553,0.00627678147228481,0.042344412591706036,leverage,RFR,tn,0.15226177473616573,0.43452627197965704,0.052794004642165424,10.3699048325758,0.24413238765879655,0.11334645492323678
11,0.05784737562136099,,stream,0.025823845693245803,0.09746438684202093,0.0001615046840696443,0.08447335948705008,leverage,RFR,tp,0.3101215368729799,0.10819624961127716,0.06276878211266965,9.131071267406751,0.2126254834310843,0.14871372525551887
12,0.04051359928877929,,stream,0.00234505877788555,0.01897188287054233,0.0021952673338484717,0.4913553095008366,leverage,DTR,doc,0.13324414370975304,0.4596764865533909,0.032809213320370116,7.441046229100187,0.01865018095987829,0.2599153442381065
13,0.3079584195391399,,stream,0.3205335398159936,0.04935894371991647,0.0021755377067612307,0.09604688592811456,leverage,DTR,no3,0.0028561149254513764,0.044488453170611016,0.1930353639008568,8.620387918387657,0.003958621187524142,0.02407657327624208
14,0.2198614459964659,,stream,0.09493163156905272,0.22790954449586515,0.0013400901727223706,0.012739655518057896,leverage,DTR,tn,0.019149785605777233,0.16057418753935007,0.038258526526609035,8.798874681597974,0.27755148501913696,0.10825783509631272
15,0.0327157272617038,,stream,0.015425070899058303,0.18671728473054705,6.973469405868483e-05,0.14326414741394558,leverage,DTR,tp,0.12277232798189452,0.07480883250393999,0.035550242168048085,10.688852232074632,0.3476241301798431,0.1158613346709009
0,,,lake,,,,,leverage,MLP,doc,,0.10096029491284643,,2.3455509843152966,,
1,,,lake,,,,,leverage,MLP,no3,,0.16499519685748898,,3.28126037747711,,
2,,,lake,,,,,leverage,MLP,tn,,0.23774500444157476,,2.417766318898051,,
3,,,lake,,,,,leverage,MLP,tp,,0.7894979365942154,,2.7952037208025686,,
4,0.059608133239321175,,lake,0.04080731677493126,0.17567954841891326,0.0033120992788254738,0.07091139372926211,leverage,GBR,doc,0.09951135262657113,0.07273398172943403,0.05513003354654568,0.911907409243538,0.10796097662331784,0.38707914576231217
5,0.17192485918812772,,lake,0.0003839049436094208,0.04019089243569021,0.004474831240176441,0.27503943015712107,leverage,GBR,no3,0.06457565627347651,0.3413360669825719,0.22140847059071367,1.5824595874906129,0.1883136955189931,0.03368825965209184
6,0.16408878224261506,,lake,0.013646674845784905,0.05131004831638454,0.005368510253581507,0.2981221763368073,leverage,GBR,tn,0.20563209920680736,0.4242830364206906,0.0949645369329461,1.928129986083449,0.1158542020293616,0.05101296983571167
7,0.029129469773445518,,lake,0.02577852183148943,0.015081989918960316,0.006539690784512862,0.4974589542495136,leverage,GBR,tp,0.1647889957338174,0.9145469034696276,0.03138065822643893,4.594181149121052,0.1982777583799004,0.031563961101921355
8,0.053816972518177714,,lake,0.06256383649177888,0.26848658149206195,0.018467774387380426,0.13615312034156835,leverage,RFR,doc,0.09135986732451823,0.30510342971992344,0.04154042198175167,6.4246317671914825,0.05644293108988911,0.2711684943728737
9,0.1351755755265031,,lake,0.0024293378955201786,0.07818594413660228,0.005935216408753839,0.20944038313857635,leverage,RFR,no3,0.10544975135905986,0.5804064271241041,0.1480867670436473,13.403264621582432,0.258191552766713,0.05710547172462431
10,0.1241562628149825,,lake,0.07301872203509803,0.09456924607388878,0.002838888699984161,0.2446716756143324,leverage,RFR,tn,0.15427883804773626,0.5185615031152988,0.0942962234778882,9.660285089441627,0.14411760154807854,0.06805254168801105
11,0.03646531812603217,,lake,0.04585026404911837,0.02084925025266981,0.003305335610186955,0.283524188367825,leverage,RFR,tp,0.2471533775081093,0.9637725050867276,0.01914103812795821,36.388539369550216,0.3189879333008895,0.02472329465721074
12,0.21645794762078288,,lake,0.048091917530198015,0.05658393928214243,0.02430598586277247,0.16913389170678936,leverage,DTR,doc,0.0420268391200811,0.3049620078308919,0.02827671032766705,5.870332921037273,0.07195688105390807,0.34316588749565863
13,0.08097547819305141,,lake,0.00013662227467303164,0.00651573085988106,6.353624636875588e-05,0.4907969602216558,leverage,DTR,no3,0.028812292315392476,0.5326869074304269,0.17266976153823038,13.655781696913193,0.21907164463204634,0.0009579737187006641
14,0.02066152925685644,,lake,0.034670578024996256,0.0837817255357671,0.00954302349670685,0.4083242879564752,leverage,DTR,tn,0.2591970747177087,0.5659804654319438,0.03447532898248842,10.281163270023512,0.09450693805239256,0.05483951397660846
15,0.01074600800479482,,lake,0.05560847678770532,0.02081224835623396,0.000397867403228516,0.5642082202307044,leverage,DTR,tp,0.15624095754150902,0.8673048927183769,0.022122698283980242,27.93950027251591,0.1650525674110913,0.00481095598075247
